Dataset,Classifier,Balancing,FeatureSelection,Iteration,Fold,Precision,Recall,AUC,Kappa,NPofB20
AVRO,RandomForest,Undersampling,InfoGain,9,2,0.2750,1.0000,0.9723,0.3729,0.7273
AVRO,RandomForest,Undersampling,InfoGain,9,3,0.2857,1.0000,0.9882,0.3931,0.7000
AVRO,RandomForest,Undersampling,InfoGain,9,4,0.2340,1.0000,0.9743,0.3127,0.8182
AVRO,RandomForest,Undersampling,InfoGain,9,5,0.1923,0.9091,0.9446,0.2427,0.4545
AVRO,RandomForest,Undersampling,InfoGain,9,6,0.2581,0.7273,0.9204,0.3210,0.6272
AVRO,RandomForest,Undersampling,InfoGain,9,7,0.3448,0.9091,0.9419,0.4525,0.8036
AVRO,RandomForest,Undersampling,InfoGain,9,8,0.2727,0.8182,0.9054,0.3509,0.6364
AVRO,RandomForest,Undersampling,InfoGain,9,9,0.2778,0.9091,0.9645,0.3676,0.9091
AVRO,RandomForest,Undersampling,InfoGain,9,10,0.2941,0.9091,0.9430,0.3893,0.5455
AVRO,RandomForest,Undersampling,InfoGain,10,1,0.3235,1.0000,0.9639,0.4384,0.7920
AVRO,RandomForest,Undersampling,InfoGain,10,2,0.2174,0.9091,0.9496,0.2820,0.6364
AVRO,RandomForest,Undersampling,InfoGain,10,3,0.2381,1.0000,0.9822,0.3254,0.6000
AVRO,RandomForest,Undersampling,InfoGain,10,4,0.2778,0.9091,0.9440,0.3676,0.5455
AVRO,RandomForest,Undersampling,InfoGain,10,5,0.3889,0.6364,0.8944,0.4413,0.7273
AVRO,RandomForest,Undersampling,InfoGain,10,6,0.3235,1.0000,0.9974,0.4381,0.8182
AVRO,RandomForest,Undersampling,InfoGain,10,7,0.3448,0.9091,0.9795,0.4525,1.0000
AVRO,RandomForest,Undersampling,InfoGain,10,8,0.3571,0.9091,0.9362,0.4671,0.6364
AVRO,RandomForest,Undersampling,InfoGain,10,9,0.3000,0.8182,0.8833,0.3852,0.4545
AVRO,RandomForest,Undersampling,InfoGain,10,10,0.2500,1.0000,0.9769,0.3365,0.6364
AVRO,RandomForest,Oversampling,InfoGain,1,1,0.8333,0.9091,0.9804,0.8609,0.9091
AVRO,RandomForest,Oversampling,InfoGain,1,2,0.8750,0.6364,0.8615,0.7230,0.8182
AVRO,RandomForest,Oversampling,InfoGain,1,3,0.6250,1.0000,0.9888,0.7527,1.0000
AVRO,RandomForest,Oversampling,InfoGain,1,4,0.7778,0.6364,0.9193,0.6829,0.9091
AVRO,RandomForest,Oversampling,InfoGain,1,5,0.7500,0.8182,0.9658,0.7681,0.9091
AVRO,RandomForest,Oversampling,InfoGain,1,6,0.8889,0.7273,0.9898,0.7886,1.0000
AVRO,RandomForest,Oversampling,InfoGain,1,7,0.7778,0.6364,0.8807,0.6829,0.6364
AVRO,RandomForest,Oversampling,InfoGain,1,8,1.0000,0.9091,0.9989,0.9495,1.0000
AVRO,RandomForest,Oversampling,InfoGain,1,9,0.6364,0.6364,0.8568,0.6132,0.8182
AVRO,RandomForest,Oversampling,InfoGain,1,10,0.6250,0.9091,0.9270,0.7210,0.9091
AVRO,RandomForest,Oversampling,InfoGain,2,1,0.8000,0.7273,0.9869,0.7476,1.0000
AVRO,RandomForest,Oversampling,InfoGain,2,2,0.6154,0.7273,0.8966,0.6437,0.7273
AVRO,RandomForest,Oversampling,InfoGain,2,3,0.7500,0.9000,0.9851,0.8067,1.0000
AVRO,RandomForest,Oversampling,InfoGain,2,4,1.0000,0.8182,0.9343,0.8943,0.8182
AVRO,RandomForest,Oversampling,InfoGain,2,5,0.7692,0.9091,0.9341,0.8218,0.9091
AVRO,RandomForest,Oversampling,InfoGain,2,6,0.8462,1.0000,0.9937,0.9109,1.0000
AVRO,RandomForest,Oversampling,InfoGain,2,7,0.6667,0.9091,0.9832,0.7521,1.0000
AVRO,RandomForest,Oversampling,InfoGain,2,8,0.6667,0.7273,0.9272,0.6754,0.9091
AVRO,RandomForest,Oversampling,InfoGain,2,9,0.7500,0.8182,0.9874,0.7681,1.0000
AVRO,RandomForest,Oversampling,InfoGain,2,10,1.0000,0.6364,0.9850,0.7669,0.9091
AVRO,RandomForest,Oversampling,InfoGain,3,1,0.9091,0.9091,0.9389,0.9033,0.9091
AVRO,RandomForest,Oversampling,InfoGain,3,2,0.9000,0.8182,0.9673,0.8486,0.8182
AVRO,RandomForest,Oversampling,InfoGain,3,3,0.7500,0.9000,0.9310,0.8067,0.9000
AVRO,RandomForest,Oversampling,InfoGain,3,4,0.5833,0.6364,0.9217,0.5827,0.8182
AVRO,RandomForest,Oversampling,InfoGain,3,5,0.6923,0.8182,0.9858,0.7327,1.0000
AVRO,RandomForest,Oversampling,InfoGain,3,6,0.5882,0.9091,0.9651,0.6919,0.9091
AVRO,RandomForest,Oversampling,InfoGain,3,7,0.7143,0.9091,0.9327,0.7856,0.9091
AVRO,RandomForest,Oversampling,InfoGain,3,8,1.0000,0.9091,0.9911,0.9495,1.0000
AVRO,RandomForest,Oversampling,InfoGain,3,9,0.8182,0.8182,0.9708,0.8066,0.9091
AVRO,RandomForest,Oversampling,InfoGain,3,10,0.7500,0.8182,0.9853,0.7681,0.9690
AVRO,RandomForest,Oversampling,InfoGain,4,1,0.8333,0.9091,0.9804,0.8609,0.9091
AVRO,RandomForest,Oversampling,InfoGain,4,2,0.7143,0.9091,0.9634,0.7857,0.8577
AVRO,RandomForest,Oversampling,InfoGain,4,3,1.0000,0.6000,0.9126,0.7394,0.8000
AVRO,RandomForest,Oversampling,InfoGain,4,4,0.8333,0.4545,0.8941,0.5701,0.6364
AVRO,RandomForest,Oversampling,InfoGain,4,5,0.7500,0.8182,0.9750,0.7681,0.9091
AVRO,RandomForest,Oversampling,InfoGain,4,6,0.7692,0.9091,0.9898,0.8218,1.0000
AVRO,RandomForest,Oversampling,InfoGain,4,7,0.7500,0.5455,0.9117,0.6120,0.8182
AVRO,RandomForest,Oversampling,InfoGain,4,8,0.6875,1.0000,0.9919,0.8007,1.0000
AVRO,RandomForest,Oversampling,InfoGain,4,9,0.5714,0.7273,0.9196,0.6142,0.9091
AVRO,RandomForest,Oversampling,InfoGain,4,10,0.7333,1.0000,0.9866,0.8348,1.0000
AVRO,RandomForest,Oversampling,InfoGain,5,1,0.9000,0.8182,0.9880,0.8486,0.9091
AVRO,RandomForest,Oversampling,InfoGain,5,2,0.6471,1.0000,0.9830,0.7690,1.0000
AVRO,RandomForest,Oversampling,InfoGain,5,3,0.7273,0.8000,0.9848,0.7475,1.0000
AVRO,RandomForest,Oversampling,InfoGain,5,4,0.9000,0.8182,0.9404,0.8485,0.9091
AVRO,RandomForest,Oversampling,InfoGain,5,5,0.7500,0.8182,0.9154,0.7681,0.8182
AVRO,RandomForest,Oversampling,InfoGain,5,6,0.9091,0.9091,0.9950,0.9033,1.0000
AVRO,RandomForest,Oversampling,InfoGain,5,7,0.6667,0.9091,0.9367,0.7521,0.9091
AVRO,RandomForest,Oversampling,InfoGain,5,8,0.6429,0.8182,0.9685,0.6999,0.9091
AVRO,RandomForest,Oversampling,InfoGain,5,9,0.6429,0.8182,0.9264,0.6999,0.9091
AVRO,RandomForest,Oversampling,InfoGain,5,10,0.8000,0.7273,0.8607,0.7475,0.7273
AVRO,RandomForest,Oversampling,InfoGain,6,1,0.8889,0.7273,0.9909,0.7887,1.0000
AVRO,RandomForest,Oversampling,InfoGain,6,2,0.8182,0.8182,0.9357,0.8067,0.9091
AVRO,RandomForest,Oversampling,InfoGain,6,3,0.5556,0.5000,0.9103,0.5006,0.8000
AVRO,RandomForest,Oversampling,InfoGain,6,4,0.7500,0.8182,0.9522,0.7681,0.9091
AVRO,RandomForest,Oversampling,InfoGain,6,5,0.7500,0.8182,0.9564,0.7681,0.8182
AVRO,RandomForest,Oversampling,InfoGain,6,6,0.6154,0.7273,0.9235,0.6436,0.8182
AVRO,RandomForest,Oversampling,InfoGain,6,7,0.7692,0.9091,0.9937,0.8218,1.0000
AVRO,RandomForest,Oversampling,InfoGain,6,8,0.6364,0.6364,0.8544,0.6132,0.8182
AVRO,RandomForest,Oversampling,InfoGain,6,9,0.7143,0.9091,0.9737,0.7856,0.9091
AVRO,RandomForest,Oversampling,InfoGain,6,10,0.6923,0.8182,0.9766,0.7327,1.0000
AVRO,RandomForest,Oversampling,InfoGain,7,1,0.9091,0.9091,0.9979,0.9033,1.0000
AVRO,RandomForest,Oversampling,InfoGain,7,2,0.7273,0.7273,0.9431,0.7100,0.8182
AVRO,RandomForest,Oversampling,InfoGain,7,3,0.8000,0.8000,0.9730,0.7885,0.9000
AVRO,RandomForest,Oversampling,InfoGain,7,4,0.6667,0.7273,0.9319,0.6754,0.7273
AVRO,RandomForest,Oversampling,InfoGain,7,5,0.7692,0.9091,0.9911,0.8218,0.9091
AVRO,RandomForest,Oversampling,InfoGain,7,6,0.8000,0.7273,0.9298,0.7475,0.8182
AVRO,RandomForest,Oversampling,InfoGain,7,7,0.7500,0.8182,0.9711,0.7681,0.8978
AVRO,RandomForest,Oversampling,InfoGain,7,8,0.6250,0.9091,0.9745,0.7210,0.9091
AVRO,RandomForest,Oversampling,InfoGain,7,9,0.8182,0.8182,0.9346,0.8066,0.9091
AVRO,RandomForest,Oversampling,InfoGain,7,10,0.6667,0.9091,0.9777,0.7521,1.0000
AVRO,RandomForest,Oversampling,InfoGain,8,1,0.8750,0.6364,0.9838,0.7230,0.9091
AVRO,RandomForest,Oversampling,InfoGain,8,2,0.8333,0.9091,0.9950,0.8609,1.0000
AVRO,RandomForest,Oversampling,InfoGain,8,3,0.7778,0.7000,0.9147,0.7226,0.7000
AVRO,RandomForest,Oversampling,InfoGain,8,4,0.6667,0.7273,0.8996,0.6754,0.7273
AVRO,RandomForest,Oversampling,InfoGain,8,5,0.6667,0.7273,0.8720,0.6754,0.8182
AVRO,RandomForest,Oversampling,InfoGain,8,6,0.6667,0.5455,0.9745,0.5773,0.9091
AVRO,RandomForest,Oversampling,InfoGain,8,7,0.6250,0.9091,0.9375,0.7210,0.9091
AVRO,RandomForest,Oversampling,InfoGain,8,8,0.7857,1.0000,0.9926,0.8714,1.0000
AVRO,RandomForest,Oversampling,InfoGain,8,9,0.9091,0.9091,0.9837,0.9033,0.9091
AVRO,RandomForest,Oversampling,InfoGain,8,10,0.8462,1.0000,0.9966,0.9109,1.0000
AVRO,RandomForest,Oversampling,InfoGain,9,1,0.8000,0.7273,0.9292,0.7476,0.8241
AVRO,RandomForest,Oversampling,InfoGain,9,2,0.9091,0.9091,0.9410,0.9033,0.9091
AVRO,RandomForest,Oversampling,InfoGain,9,3,0.7143,1.0000,0.9862,0.8221,1.0000
AVRO,RandomForest,Oversampling,InfoGain,9,4,0.6429,0.8182,0.9863,0.6999,1.0000
AVRO,RandomForest,Oversampling,InfoGain,9,5,0.7273,0.7273,0.8988,0.7099,0.8182
AVRO,RandomForest,Oversampling,InfoGain,9,6,0.6667,0.7273,0.9406,0.6754,0.7273
AVRO,RandomForest,Oversampling,InfoGain,9,7,0.9091,0.9091,0.9419,0.9033,0.9091
AVRO,RandomForest,Oversampling,InfoGain,9,8,0.5833,0.6364,0.9272,0.5827,0.9091
AVRO,RandomForest,Oversampling,InfoGain,9,9,0.6667,0.9091,0.9343,0.7521,0.9091
AVRO,RandomForest,Oversampling,InfoGain,9,10,0.8182,0.8182,0.9356,0.8066,0.9091
AVRO,RandomForest,Oversampling,InfoGain,10,1,0.8333,0.9091,0.9943,0.8609,1.0000
AVRO,RandomForest,Oversampling,InfoGain,10,2,0.7692,0.9091,0.9297,0.8219,0.9091
AVRO,RandomForest,Oversampling,InfoGain,10,3,0.6429,0.9000,0.9851,0.7331,1.0000
AVRO,RandomForest,Oversampling,InfoGain,10,4,0.8000,0.7273,0.9890,0.7475,1.0000
AVRO,RandomForest,Oversampling,InfoGain,10,5,0.7778,0.6364,0.8673,0.6829,0.6364
AVRO,RandomForest,Oversampling,InfoGain,10,6,0.7692,0.9091,0.9953,0.8218,1.0000
AVRO,RandomForest,Oversampling,InfoGain,10,7,0.9000,0.8182,0.9743,0.8485,0.9091
AVRO,RandomForest,Oversampling,InfoGain,10,8,0.7273,0.7273,0.9622,0.7099,0.8182
AVRO,RandomForest,Oversampling,InfoGain,10,9,0.6923,0.8182,0.9212,0.7327,0.8182
AVRO,RandomForest,Oversampling,InfoGain,10,10,0.5556,0.9091,0.9790,0.6648,0.9588
AVRO,RandomForest,SMOTE,InfoGain,1,1,0.9091,0.9091,0.9898,0.9033,1.0000
AVRO,RandomForest,SMOTE,InfoGain,1,2,0.8750,0.6364,0.8529,0.7230,0.6364
AVRO,RandomForest,SMOTE,InfoGain,1,3,0.6923,0.9000,0.9971,0.7684,1.0000
AVRO,RandomForest,SMOTE,InfoGain,1,4,0.8571,0.5455,0.9514,0.6504,0.8854
AVRO,RandomForest,SMOTE,InfoGain,1,5,0.8182,0.8182,0.9372,0.8066,0.9091
AVRO,RandomForest,SMOTE,InfoGain,1,6,1.0000,0.7273,0.9963,0.8337,1.0000
AVRO,RandomForest,SMOTE,InfoGain,1,7,1.0000,0.4545,0.9472,0.6104,0.6364
AVRO,RandomForest,SMOTE,InfoGain,1,8,1.0000,0.9091,0.9984,0.9495,1.0000
AVRO,RandomForest,SMOTE,InfoGain,1,9,0.7778,0.6364,0.9212,0.6829,0.8182
AVRO,RandomForest,SMOTE,InfoGain,1,10,0.6250,0.9091,0.9840,0.7210,1.0000
AVRO,RandomForest,SMOTE,InfoGain,2,1,0.8750,0.6364,0.9872,0.7230,0.9131
AVRO,RandomForest,SMOTE,InfoGain,2,2,0.6667,0.7273,0.9122,0.6755,0.7635
AVRO,RandomForest,SMOTE,InfoGain,2,3,0.9000,0.9000,0.9954,0.8943,1.0000
AVRO,RandomForest,SMOTE,InfoGain,2,4,1.0000,0.7273,0.9291,0.8337,0.8182
AVRO,RandomForest,SMOTE,InfoGain,2,5,0.8182,0.8182,0.9824,0.8066,0.9091
AVRO,RandomForest,SMOTE,InfoGain,2,6,0.9167,1.0000,0.9989,0.9536,1.0000
AVRO,RandomForest,SMOTE,InfoGain,2,7,0.7143,0.9091,0.9824,0.7856,0.9091
AVRO,RandomForest,SMOTE,InfoGain,2,8,0.7273,0.7273,0.9351,0.7099,0.9091
AVRO,RandomForest,SMOTE,InfoGain,2,9,0.8889,0.7273,0.9333,0.7886,0.9091
AVRO,RandomForest,SMOTE,InfoGain,2,10,0.7778,0.6364,0.9800,0.6829,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,1,0.9091,0.9091,0.9431,0.9033,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,2,0.9000,0.8182,0.9198,0.8486,0.8182
AVRO,RandomForest,SMOTE,InfoGain,3,3,0.8182,0.9000,0.9828,0.8485,0.9003
AVRO,RandomForest,SMOTE,InfoGain,3,4,0.7778,0.6364,0.9766,0.6829,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,5,0.7778,0.6364,0.9898,0.6829,1.0000
AVRO,RandomForest,SMOTE,InfoGain,3,6,0.9000,0.8182,0.9829,0.8485,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,7,0.8000,0.7273,0.9383,0.7475,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,8,1.0000,0.8182,0.9438,0.8943,0.9091
AVRO,RandomForest,SMOTE,InfoGain,3,9,0.8889,0.7273,0.9674,0.7886,0.8182
AVRO,RandomForest,SMOTE,InfoGain,3,10,0.7500,0.8182,0.9919,0.7681,1.0000
AVRO,RandomForest,SMOTE,InfoGain,4,1,0.8182,0.8182,0.9828,0.8067,0.9091
AVRO,RandomForest,SMOTE,InfoGain,4,2,0.7500,0.8182,0.9407,0.7682,0.9091
AVRO,RandomForest,SMOTE,InfoGain,4,3,1.0000,0.6000,0.9152,0.7394,0.8000
AVRO,RandomForest,SMOTE,InfoGain,4,4,0.8333,0.4545,0.9146,0.5701,0.7273
AVRO,RandomForest,SMOTE,InfoGain,4,5,0.8182,0.8182,0.9919,0.8066,1.0000
AVRO,RandomForest,SMOTE,InfoGain,4,6,0.7692,0.9091,0.9958,0.8218,1.0000
AVRO,RandomForest,SMOTE,InfoGain,4,7,1.0000,0.5455,0.8734,0.6929,0.7273
AVRO,RandomForest,SMOTE,InfoGain,4,8,0.9091,0.9091,0.9987,0.9033,1.0000
AVRO,RandomForest,SMOTE,InfoGain,4,9,0.7273,0.7273,0.9364,0.7099,0.9091
AVRO,RandomForest,SMOTE,InfoGain,4,10,0.8462,1.0000,0.9974,0.9109,1.0000
AVRO,RandomForest,SMOTE,InfoGain,5,1,1.0000,0.8182,0.9932,0.8943,1.0000
AVRO,RandomForest,SMOTE,InfoGain,5,2,0.6471,1.0000,0.9937,0.7690,1.0000
AVRO,RandomForest,SMOTE,InfoGain,5,3,0.8889,0.8000,0.9931,0.8335,1.0000
AVRO,RandomForest,SMOTE,InfoGain,5,4,1.0000,0.7273,0.9398,0.8337,0.9091
AVRO,RandomForest,SMOTE,InfoGain,5,5,0.8182,0.8182,0.9178,0.8066,0.8182
AVRO,RandomForest,SMOTE,InfoGain,5,6,0.8182,0.8182,0.9921,0.8066,1.0000
AVRO,RandomForest,SMOTE,InfoGain,5,7,0.8333,0.9091,0.9758,0.8609,0.9091
AVRO,RandomForest,SMOTE,InfoGain,5,8,0.8000,0.7273,0.9648,0.7475,0.8182
AVRO,RandomForest,SMOTE,InfoGain,5,9,0.6667,0.7273,0.9264,0.6754,0.8182
AVRO,RandomForest,SMOTE,InfoGain,5,10,0.8750,0.6364,0.8308,0.7229,0.7273
AVRO,RandomForest,SMOTE,InfoGain,6,1,0.8889,0.7273,0.9885,0.7887,1.0000
AVRO,RandomForest,SMOTE,InfoGain,6,2,0.9000,0.8182,0.9423,0.8486,0.9091
AVRO,RandomForest,SMOTE,InfoGain,6,3,0.8333,0.5000,0.9210,0.6091,0.8453
AVRO,RandomForest,SMOTE,InfoGain,6,4,0.8000,0.7273,0.9233,0.7475,0.8182
AVRO,RandomForest,SMOTE,InfoGain,6,5,0.8182,0.8182,0.9837,0.8066,0.9091
AVRO,RandomForest,SMOTE,InfoGain,6,6,0.6667,0.7273,0.9700,0.6754,0.9091
AVRO,RandomForest,SMOTE,InfoGain,6,7,0.9091,0.9091,0.9984,0.9033,1.0000
AVRO,RandomForest,SMOTE,InfoGain,6,8,0.7500,0.5455,0.9538,0.6120,0.9091
AVRO,RandomForest,SMOTE,InfoGain,6,9,0.6923,0.8182,0.9706,0.7327,0.9091
AVRO,RandomForest,SMOTE,InfoGain,6,10,0.8000,0.7273,0.9884,0.7475,1.0000
AVRO,RandomForest,SMOTE,InfoGain,7,1,0.9000,0.8182,0.9982,0.8486,1.0000
AVRO,RandomForest,SMOTE,InfoGain,7,2,0.8750,0.6364,0.9592,0.7230,0.8182
AVRO,RandomForest,SMOTE,InfoGain,7,3,0.7778,0.7000,0.9287,0.7226,0.9000
AVRO,RandomForest,SMOTE,InfoGain,7,4,0.7778,0.6364,0.8639,0.6829,0.7273
AVRO,RandomForest,SMOTE,InfoGain,7,5,0.9091,0.9091,0.9958,0.9033,0.9091
AVRO,RandomForest,SMOTE,InfoGain,7,6,0.8889,0.7273,0.9333,0.7886,0.9091
AVRO,RandomForest,SMOTE,InfoGain,7,7,0.8182,0.8182,0.9359,0.8066,0.8182
AVRO,RandomForest,SMOTE,InfoGain,7,8,0.6667,0.9091,0.9832,0.7521,0.9091
AVRO,RandomForest,SMOTE,InfoGain,7,9,0.8889,0.7273,0.9319,0.7886,0.9091
AVRO,RandomForest,SMOTE,InfoGain,7,10,0.8333,0.9091,0.9750,0.8609,0.9091
AVRO,RandomForest,SMOTE,InfoGain,8,1,1.0000,0.6364,0.9579,0.7670,0.8182
AVRO,RandomForest,SMOTE,InfoGain,8,2,0.8000,0.7273,0.9958,0.7476,1.0000
AVRO,RandomForest,SMOTE,InfoGain,8,3,0.8750,0.7000,0.9250,0.7665,0.8000
AVRO,RandomForest,SMOTE,InfoGain,8,4,0.8000,0.7273,0.8713,0.7475,0.7273
AVRO,RandomForest,SMOTE,InfoGain,8,5,0.8000,0.7273,0.9154,0.7475,0.8182
AVRO,RandomForest,SMOTE,InfoGain,8,6,0.6250,0.4545,0.9693,0.5012,0.8885
AVRO,RandomForest,SMOTE,InfoGain,8,7,0.7692,0.9091,0.9761,0.8218,0.9091
AVRO,RandomForest,SMOTE,InfoGain,8,8,0.9167,1.0000,0.9989,0.9536,1.0000
AVRO,RandomForest,SMOTE,InfoGain,8,9,0.9000,0.8182,0.9958,0.8485,1.0000
AVRO,RandomForest,SMOTE,InfoGain,8,10,0.9167,1.0000,0.9995,0.9536,1.0000
AVRO,RandomForest,SMOTE,InfoGain,9,1,0.8000,0.7273,0.9300,0.7476,0.8182
AVRO,RandomForest,SMOTE,InfoGain,9,2,1.0000,0.8182,0.9911,0.8943,0.9091
AVRO,RandomForest,SMOTE,InfoGain,9,3,0.6923,0.9000,0.9925,0.7684,1.0000
AVRO,RandomForest,SMOTE,InfoGain,9,4,0.7692,0.9091,0.9968,0.8218,1.0000
AVRO,RandomForest,SMOTE,InfoGain,9,5,0.8000,0.7273,0.9312,0.7475,0.9091
AVRO,RandomForest,SMOTE,InfoGain,9,6,0.7273,0.7273,0.9233,0.7099,0.7273
AVRO,RandomForest,SMOTE,InfoGain,9,7,1.0000,0.8182,0.9396,0.8943,0.9091
AVRO,RandomForest,SMOTE,InfoGain,9,8,0.7000,0.6364,0.9669,0.6465,0.9091
AVRO,RandomForest,SMOTE,InfoGain,9,9,0.7143,0.9091,0.9795,0.7856,0.9091
AVRO,RandomForest,SMOTE,InfoGain,9,10,1.0000,0.6364,0.9351,0.7669,0.8182
AVRO,RandomForest,SMOTE,InfoGain,10,1,1.0000,0.7273,0.9896,0.8338,0.9091
AVRO,RandomForest,SMOTE,InfoGain,10,2,0.7692,0.9091,0.9376,0.8219,0.9091
AVRO,RandomForest,SMOTE,InfoGain,10,3,0.7500,0.9000,0.9966,0.8067,1.0000
AVRO,RandomForest,SMOTE,InfoGain,10,4,1.0000,0.7273,0.9892,0.8337,0.9091
AVRO,RandomForest,SMOTE,InfoGain,10,5,1.0000,0.6364,0.9057,0.7669,0.7273
AVRO,RandomForest,SMOTE,InfoGain,10,6,0.9000,0.8182,0.9974,0.8485,1.0000
AVRO,RandomForest,SMOTE,InfoGain,10,7,1.0000,0.8182,0.9364,0.8943,0.9091
AVRO,RandomForest,SMOTE,InfoGain,10,8,0.8750,0.6364,0.9338,0.7229,0.8661
AVRO,RandomForest,SMOTE,InfoGain,10,9,0.6923,0.8182,0.8857,0.7327,0.8182
AVRO,RandomForest,SMOTE,InfoGain,10,10,0.6923,0.8182,0.9863,0.7327,0.9091
AVRO,NaiveBayes,None,None,1,1,0.2353,0.7273,0.8950,0.2919,0.4545
AVRO,NaiveBayes,None,None,1,2,0.2308,0.5455,0.8892,0.2627,0.3500
AVRO,NaiveBayes,None,None,1,3,0.2250,0.9000,0.9147,0.2990,0.5000
AVRO,NaiveBayes,None,None,1,4,0.1111,0.2727,0.6936,0.0797,0.2727
AVRO,NaiveBayes,None,None,1,5,0.2857,0.9091,0.8820,0.3782,0.8188
AVRO,NaiveBayes,None,None,1,6,0.2593,0.6364,0.8739,0.3098,0.6364
AVRO,NaiveBayes,None,None,1,7,0.3333,1.0000,0.9706,0.4507,0.7231
AVRO,NaiveBayes,None,None,1,8,0.2857,0.9091,0.9372,0.3782,0.7273
AVRO,NaiveBayes,None,None,1,9,0.2414,0.6364,0.8418,0.2883,0.6364
AVRO,NaiveBayes,None,None,1,10,0.1944,0.6364,0.8376,0.2271,0.5158
AVRO,NaiveBayes,None,None,2,1,0.2857,0.9091,0.9425,0.3786,0.7768
AVRO,NaiveBayes,None,None,2,2,0.1944,0.6364,0.8861,0.2275,0.1818
AVRO,NaiveBayes,None,None,2,3,0.2000,0.5000,0.8509,0.2256,0.4000
AVRO,NaiveBayes,None,None,2,4,0.2963,0.7273,0.8053,0.3673,0.7273
AVRO,NaiveBayes,None,None,2,5,0.1622,0.5455,0.7843,0.1739,0.2785
AVRO,NaiveBayes,None,None,2,6,0.2941,0.9091,0.9180,0.3893,0.8182
AVRO,NaiveBayes,None,None,2,7,0.2424,0.7273,0.8983,0.3009,0.6364
AVRO,NaiveBayes,None,None,2,8,0.2286,0.7273,0.8689,0.2826,0.5455
AVRO,NaiveBayes,None,None,2,9,0.2500,0.7273,0.8694,0.3108,0.7273
AVRO,NaiveBayes,None,None,2,10,0.1905,0.7273,0.8944,0.2288,0.7041
AVRO,NaiveBayes,None,None,3,1,0.2093,0.8182,0.8814,0.2636,0.6364
AVRO,NaiveBayes,None,None,3,2,0.2069,0.5455,0.8265,0.2340,0.5455
AVRO,NaiveBayes,None,None,3,3,0.2424,0.8000,0.9184,0.3149,0.8000
AVRO,NaiveBayes,None,None,3,4,0.2333,0.6364,0.9154,0.2783,0.4559
AVRO,NaiveBayes,None,None,3,5,0.1818,0.5455,0.8408,0.2011,0.6364
AVRO,NaiveBayes,None,None,3,6,0.2222,0.7273,0.8873,0.2739,0.6362
AVRO,NaiveBayes,None,None,3,7,0.2432,0.8182,0.8991,0.3115,0.5455
AVRO,NaiveBayes,None,None,3,8,0.3103,0.8182,0.8957,0.3978,0.6350
AVRO,NaiveBayes,None,None,3,9,0.1944,0.6364,0.8171,0.2271,0.3636
AVRO,NaiveBayes,None,None,3,10,0.2143,0.5455,0.8692,0.2427,0.5489
AVRO,NaiveBayes,None,None,4,1,0.2571,0.8182,0.8952,0.3307,0.6364
AVRO,NaiveBayes,None,None,4,2,0.2308,0.8182,0.9222,0.2946,0.3636
AVRO,NaiveBayes,None,None,4,3,0.1622,0.6000,0.8394,0.1856,0.6000
AVRO,NaiveBayes,None,None,4,4,0.2174,0.4545,0.8778,0.2320,0.5455
AVRO,NaiveBayes,None,None,4,5,0.2000,0.5455,0.8234,0.2249,0.5455
AVRO,NaiveBayes,None,None,4,6,0.2439,0.9091,0.9464,0.3206,0.6930
AVRO,NaiveBayes,None,None,4,7,0.2059,0.6364,0.8313,0.2427,0.5379
AVRO,NaiveBayes,None,None,4,8,0.1852,0.4545,0.8345,0.1947,0.4545
AVRO,NaiveBayes,None,None,4,9,0.2222,0.7273,0.8652,0.2739,0.6891
AVRO,NaiveBayes,None,None,4,10,0.2903,0.8182,0.9178,0.3733,0.4524
AVRO,NaiveBayes,None,None,5,1,0.2045,0.8182,0.9175,0.2565,0.7273
AVRO,NaiveBayes,None,None,5,2,0.2105,0.7273,0.8192,0.2581,0.5455
AVRO,NaiveBayes,None,None,5,3,0.2333,0.7000,0.8882,0.2923,0.6126
AVRO,NaiveBayes,None,None,5,4,0.2059,0.6364,0.8095,0.2427,0.6364
AVRO,NaiveBayes,None,None,5,5,0.1622,0.5455,0.8726,0.1739,0.4162
AVRO,NaiveBayes,None,None,5,6,0.2632,0.9091,0.9517,0.3477,0.7273
AVRO,NaiveBayes,None,None,5,7,0.3103,0.8182,0.8805,0.3978,0.6929
AVRO,NaiveBayes,None,None,5,8,0.2414,0.6364,0.8960,0.2883,0.4545
AVRO,NaiveBayes,None,None,5,9,0.2105,0.7273,0.8565,0.2577,0.5455
AVRO,NaiveBayes,None,None,5,10,0.2759,0.7273,0.8702,0.3431,0.5554
AVRO,NaiveBayes,None,None,6,1,0.2500,0.5455,0.8088,0.2845,0.5455
AVRO,NaiveBayes,None,None,6,2,0.2381,0.9091,0.9501,0.3126,0.4545
AVRO,NaiveBayes,None,None,6,3,0.1935,0.6000,0.8259,0.2293,0.6000
AVRO,NaiveBayes,None,None,6,4,0.2188,0.6364,0.8392,0.2597,0.5898
AVRO,NaiveBayes,None,None,6,5,0.3125,0.9091,0.9601,0.4129,0.7273
